ds,mtd,rev,type,ytd
2012-04-26,129051,2343,income.withheld,1046364
2012-04-26,22232,41,income,30227
2012-04-26,292,9,railroad,2558
2012-04-26,4471,405,excise,39499
2012-04-26,32340,74,corporate,139222
2012-04-26,415,53,unemployment,3666
2012-04-26,69,1,estate,382
2013-01-30,1136,26,estate,4431
2013-01-30,167099,7464,income.withheld,645661
2013-01-30,4613,58,income,7698
2013-01-30,424,4,railroad,1552
2013-01-30,5951,64,excise,25096
2013-01-30,9059,97,corporate,82613
2013-01-30,602,146,unemployment,1246
2013-01-30,48,3,estate,132
2014-10-28,1204,91,estate,1204
2014-10-28,151470,1693,income.withheld,151470
2014-10-28,3041,96,income,3041
2014-10-28,424,4,railroad,424
2014-10-28,2490,407,excise,2490
2014-10-28,11214,31,corporate,11214
2014-10-28,119,10,unemployment,119
2014-10-28,35,2,estate,35
2010-01-21,806,73,estate,5131
2010-01-21,103543,6983,income.withheld,510872
2010-01-21,1605,11,income,2910
2010-01-21,381,10,railroad,1463
2010-01-21,2807,10,excise,18744
2010-01-21,7632,52,corporate,64799
2010-01-21,159,13,unemployment,826
2010-01-21,34,3,estate,228
2010-09-27,992,48,estate,17851
2010-09-27,120608,9272,income.withheld,1650079
2010-09-27,2138,26,income,18320
2010-09-27,337,40,railroad,4624
2010-09-27,4432,386,excise,67336
2010-09-27,52949,118,corporate,272401
2010-09-27,40,1,unemployment,6728
2010-09-27,52,2,estate,2232
2015-02-13,503,142,estate,6580
2015-02-13,95254,9761,income.withheld,827173
2015-02-13,594,46,income,16168
2015-02-13,404,41,railroad,2353
2015-02-13,3370,2179,excise,28755
2015-02-13,1454,746,corporate,115173
2015-02-13,2828,7,unemployment,4722
2015-02-13,44,15,estate,761
2013-12-31,1234,62,estate,5185
2013-12-31,194981,9384,income.withheld,510900
2013-12-31,1308,157,income,4011
2013-12-31,397,39,railroad,1226
2013-12-31,6134,22,excise,18374
2013-12-31,63712,366,corporate,77994
2013-12-31,65,12,unemployment,678
2013-12-31,70,1,estate,190
2012-07-27,983,28,estate,11624
2012-07-27,129359,4694,income.withheld,1477265
2012-07-27,532,21,income,35277
2012-07-27,345,11,railroad,3690
2012-07-27,6166,2069,excise,61753
2012-07-27,8508,61,corporate,213274
2012-07-27,164,27,unemployment,6560
2012-07-27,35,1,estate,486
2016-11-03,204,102,estate,1499
2016-11-03,30332,2546,income.withheld,213159
2016-11-03,261,83,income,5226
2016-11-03,19,0,railroad,500
2016-11-03,77,19,excise,5543
2016-11-03,140,27,corporate,10073
2016-11-03,15,2,unemployment,658
2016-11-03,11,4,estate,65
2015-11-12,833,189,estate,2903
2015-11-12,77810,8894,income.withheld,246825
2015-11-12,601,73,income,4737
2015-11-12,197,15,railroad,656
2015-11-12,1391,564,excise,6679
2015-11-12,1014,110,corporate,11003
2015-11-12,393,3,unemployment,651
2015-11-12,19,1,estate,181
2010-12-20,204,6,estate,859
2010-12-20,106890,12230,income.withheld,377042
2010-12-20,404,40,income,1452
2010-12-20,257,30,railroad,1009
2010-12-20,2896,15,excise,13567
2010-12-20,45528,201,corporate,57653
2010-12-20,27,2,unemployment,708
2010-12-20,37,1,estate,128
2015-09-14,623,56,estate,18174
2015-09-14,81832,13879,income.withheld,2101086
2015-09-14,4536,2098,income,96050
2015-09-14,208,51,railroad,6208
2015-09-14,3811,2495,excise,79066
2015-09-14,14606,9596,corporate,317660
2015-09-14,16,1,unemployment,9212
2015-09-14,16,0,estate,1381
2015-01-12,582,20,estate,5206
2015-01-12,82498,13053,income.withheld,624881
2015-01-12,1942,614,income,8466
2015-01-12,192,48,railroad,1629
2015-01-12,675,429,excise,19581
2015-01-12,731,181,corporate,104175
2015-01-12,88,18,unemployment,814
2015-01-12,19,2,estate,699
2014-04-04,315,114,estate,9228
2014-04-04,36722,8208,income.withheld,1113682
2014-04-04,1117,291,income,14733
2014-04-04,50,14,railroad,2933
2014-04-04,135,15,excise,37212
2014-04-04,322,118,corporate,132106
2014-04-04,41,12,unemployment,4550
2014-04-04,26,2,estate,333
2010-10-18,235,11,estate,235
2010-10-18,88072,16129,income.withheld,88072
2010-10-18,422,126,income,422
2010-10-18,251,62,railroad,251
2010-10-18,1182,7,excise,1182
2010-10-18,8132,116,corporate,8132
2010-10-18,51,6,unemployment,51
2010-10-18,23,1,estate,23
2017-09-06,168,50,estate,19714
2017-09-06,43430,4236,income.withheld,2246494
2017-09-06,609,219,income,117176
2017-09-06,71,8,railroad,5570
2017-09-06,130,23,excise,73584
2017-09-06,302,110,corporate,260192
2017-09-06,8,2,unemployment,8438
2017-09-06,13,5,estate,2852
2013-07-24,1008,55,estate,16430
2013-07-24,135356,6260,income.withheld,1613037
2013-07-24,621,21,income,50655
2013-07-24,352,3,railroad,4364
2013-07-24,3583,87,excise,61536
2013-07-24,8644,40,corporate,242842
2013-07-24,112,10,unemployment,7556
2013-07-24,125,7,estate,653
2011-02-23,161,18,estate,1339
2011-02-23,118643,3006,income.withheld,711627
2011-02-23,363,49,income,4485
2011-02-23,358,2,railroad,1917
2011-02-23,2849,33,excise,24594
2011-02-23,3684,81,corporate,72498
2011-02-23,237,5,unemployment,2062
2011-02-23,69,14,estate,256
2013-10-09,346,86,estate,346
2013-10-09,54001,6312,income.withheld,54001
2013-10-09,349,45,income,349
2013-10-09,95,2,railroad,95
2013-10-09,364,40,excise,364
2013-10-09,1334,53,corporate,1334
2013-10-09,22,4,unemployment,22
2013-10-09,22,5,estate,22
2015-04-07,220,53,estate,8914
2015-04-07,52910,2239,income.withheld,1189442
2015-04-07,2190,582,income,22840
2015-04-07,86,3,railroad,3370
2015-04-07,68,24,excise,38348
2015-04-07,621,128,corporate,158134
2015-04-07,53,10,unemployment,4930
2015-04-07,17,5,estate,855
2014-09-17,778,61,estate,18003
2014-09-17,113738,6992,income.withheld,2016969
2014-09-17,7701,205,income,71781
2014-09-17,302,3,railroad,5630
2014-09-17,3726,28,excise,76716
2014-09-17,74466,122,corporate,344559
2014-09-17,24,2,unemployment,8739
2014-09-17,27,1,estate,603
2011-12-23,699,40,estate,2787
2011-12-23,125348,8668,income.withheld,397005
2011-12-23,758,33,income,2219
2011-12-23,285,46,railroad,1014
2011-12-23,3339,124,excise,14601
2011-12-23,50830,426,corporate,64920
2011-12-23,32,2,unemployment,604
2011-12-23,56,2,estate,96
2017-02-01,47,47,estate,7308
2017-02-01,25426,25426,income.withheld,820945
2017-02-01,107,107,income,24176
2017-02-01,63,63,railroad,1890
2017-02-01,18,18,excise,24889
2017-02-01,25,25,corporate,97909
2017-02-01,56,56,unemployment,3666
2017-02-01,3,3,estate,293
2010-03-19,821,39,estate,7744
2010-03-19,121245,8285,income.withheld,808544
2010-03-19,545,24,income,3914
2010-03-19,266,11,railroad,2152
2010-03-19,3736,21,excise,29281
2010-03-19,28691,148,corporate,108282
2010-03-19,65,3,unemployment,1910
2010-03-19,1584,1,estate,1897
2017-12-01,48,48,estate,3676
2017-12-01,22763,22763,income.withheld,408862
2017-12-01,129,129,income,7999
2017-12-01,44,44,railroad,935
2017-12-01,13,13,excise,14404
2017-12-01,83,83,corporate,13885
2017-12-01,2,2,unemployment,677
2017-12-01,3,3,estate,145
2013-04-25,5806,236,estate,12509
2013-04-25,139903,1749,income.withheld,1141078
2013-04-25,33854,52,income,43940
2013-04-25,366,40,railroad,3028
2013-04-25,3935,526,excise,41558
2013-04-25,40828,30,corporate,162384
2013-04-25,367,51,unemployment,4342
2013-04-25,172,1,estate,421
2014-12-10,580,160,estate,3653
2014-12-10,68162,7791,income.withheld,400262
2014-12-10,472,68,income,4747
2014-12-10,125,43,railroad,1107
2014-12-10,596,432,excise,13135
2014-12-10,1943,799,corporate,18685
2014-12-10,14,2,unemployment,669
2014-12-10,427,1,estate,641
2013-03-08,262,22,estate,5839
2013-03-08,63889,7062,income.withheld,878451
2013-03-08,346,47,income,8811
2013-03-08,164,51,railroad,2329
2013-03-08,1438,112,excise,31672
2013-03-08,862,126,corporate,89341
2013-03-08,33,4,unemployment,3907
2013-03-08,13,1,estate,214
2014-02-10,183,21,estate,6807
2014-02-10,67103,13404,income.withheld,762986
2014-02-10,242,51,income,10557
2014-02-10,233,99,railroad,1955
2014-02-10,270,149,excise,25009
2014-02-10,363,23,corporate,88824
2014-02-10,233,13,unemployment,4336
2014-02-10,17,2,estate,241
2015-07-06,225,0,estate,15079
2015-07-06,50805,14584,income.withheld,1714529
2015-07-06,347,48,income,88539
2015-07-06,125,48,railroad,5018
2015-07-06,88,20,excise,59931
2015-07-06,266,33,corporate,286932
2015-07-06,17,4,unemployment,8290
2015-07-06,14,1,estate,1287
2011-11-22,754,52,estate,1757
2011-11-22,100827,1704,income.withheld,238399
2011-11-22,309,18,income,1347
2011-11-22,240,1,railroad,634
2011-11-22,3423,57,excise,8034
2011-11-22,2973,20,corporate,12954
2011-11-22,42,1,unemployment,565
2011-11-22,21,1,estate,35
2012-08-28,1262,22,estate,12947
2012-08-28,129385,1467,income.withheld,1621306
2012-08-28,536,45,income,35879
2012-08-28,361,4,railroad,4124
2012-08-28,4731,367,excise,67276
2012-08-28,5123,55,corporate,218604
2012-08-28,65,1,unemployment,7216
2012-08-28,25,1,estate,512
2011-07-12,67,4,estate,6735
2011-07-12,57661,1426,income.withheld,1373928
2011-07-12,139,15,income,27510
2011-07-12,175,1,railroad,3743
2011-07-12,648,437,excise,51741
2011-07-12,1068,124,corporate,184908
2011-07-12,38,6,unemployment,6023
2011-07-12,183,150,estate,2237
2015-09-30,1616,101,estate,19167
2015-09-30,171075,9627,income.withheld,2190329
2015-09-30,11296,96,income,102810
2015-09-30,453,19,railroad,6452
2015-09-30,23547,7914,excise,98802
2015-09-30,77678,761,corporate,380731
2015-09-30,59,4,unemployment,9254
2015-09-30,35,1,estate,1400
2016-09-21,1009,85,estate,20725
2016-09-21,131929,9605,income.withheld,2228679
2016-09-21,11747,91,income,118177
2016-09-21,299,9,railroad,5787
2016-09-21,4331,19,excise,78337
2016-09-21,66459,47,corporate,335857
2016-09-21,31,2,unemployment,8632
2016-09-21,28,2,estate,1274
2016-01-27,1067,22,estate,7141
2016-01-27,178064,9978,income.withheld,740381
2016-01-27,12273,84,income,21237
2016-01-27,402,3,railroad,1761
2016-01-27,3888,294,excise,23072
2016-01-27,8711,22,corporate,103374
2016-01-27,442,59,unemployment,1234
2016-01-27,29,2,estate,315
2013-02-15,665,47,estate,5123
2013-02-15,91634,10686,income.withheld,742240
2013-02-15,353,78,income,8075
2013-02-15,348,35,railroad,1943
2013-02-15,3196,31,excise,28474
2013-02-15,4480,2789,corporate,87695
2013-02-15,279,9,unemployment,3836
2013-02-15,27,2,estate,160
2012-07-03,181,167,estate,10823
2012-07-03,26650,3310,income.withheld,1374556
2012-07-03,74,28,income,34818
2012-07-03,47,9,railroad,3391
2012-07-03,22,11,excise,55608
2012-07-03,167,94,corporate,204933
2012-07-03,10,4,unemployment,6407
2012-07-03,2,1,estate,453
2010-01-05,67,66,estate,4392
2010-01-05,30576,4010,income.withheld,437905
2010-01-05,53,26,income,1357
2010-01-05,20,8,railroad,1102
2010-01-05,24,20,excise,15961
2010-01-05,75,51,corporate,57243
2010-01-05,10,5,unemployment,678
2010-01-05,5,2,estate,200
2011-04-13,555,240,estate,2134
2011-04-13,65546,5612,income.withheld,965503
2011-04-13,2591,633,income,8325
2011-04-13,160,4,railroad,2607
2011-04-13,866,192,excise,33822
2011-04-13,1919,669,corporate,97998
2011-04-13,123,21,unemployment,2293
2011-04-13,362,129,estate,670
2010-09-03,194,20,estate,17053
2010-09-03,28548,8457,income.withheld,1558019
2010-09-03,58,33,income,16240
2010-09-03,27,9,railroad,4314
2010-09-03,433,23,excise,63337
2010-09-03,335,116,corporate,219787
2010-09-03,5,2,unemployment,6694
2010-09-03,5,3,estate,2185
2010-11-05,44,16,estate,402
2010-11-05,40376,4727,income.withheld,171677
2010-11-05,71,13,income,790
2010-11-05,82,8,railroad,448
2010-11-05,375,18,excise,4797
2010-11-05,332,26,corporate,8987
2010-11-05,387,4,unemployment,639
2010-11-05,13,-4,estate,60
2014-07-21,778,36,estate,15045
2014-07-21,122908,13020,income.withheld,1700359
2014-07-21,841,73,income,62555
2014-07-21,354,33,railroad,4685
2014-07-21,3753,32,excise,61665
2014-07-21,9944,43,corporate,264223
2014-07-21,101,10,unemployment,7929
2014-07-21,26,1,estate,482
2018-01-10,972,119,estate,6396
2018-01-10,98733,7929,income.withheld,715227
2018-01-10,3504,782,income,16544
2018-01-10,152,45,railroad,1500
2018-01-10,691,507,excise,21862
2018-01-10,975,105,corporate,80189
2018-01-10,97,19,unemployment,867
2018-01-10,65,1,estate,256
2013-11-14,1591,100,estate,3333
2013-11-14,75030,6023,income.withheld,231785
2013-11-14,277,19,income,2315
2013-11-14,165,7,railroad,574
2013-11-14,3418,2343,excise,8892
2013-11-14,711,294,corporate,10838
2013-11-14,30,2,unemployment,595
2013-11-14,27,1,estate,82
2016-02-26,1402,54,estate,8747
2016-02-26,185990,9579,income.withheld,939422
2016-02-26,1904,186,income,23340
2016-02-26,593,28,railroad,2404
2016-02-26,4450,476,excise,30121
2016-02-26,4450,77,corporate,107926
2016-02-26,2445,5,unemployment,4136
2016-02-26,106,1,estate,428
2012-04-02,23,23,estate,6235
2012-04-02,24974,24974,income.withheld,942287
2012-04-02,242,242,income,8236
2012-04-02,40,40,railroad,2307
2012-04-02,10,10,excise,35038
2012-04-02,73,73,corporate,106954
2012-04-02,10,10,unemployment,3261
2012-04-02,1,1,estate,314
2013-01-14,603,46,estate,3898
2013-01-14,83770,11146,income.withheld,562332
2013-01-14,1873,947,income,4957
2013-01-14,194,45,railroad,1323
2013-01-14,2884,1955,excise,22029
2013-01-14,1987,683,corporate,75541
2013-01-14,101,20,unemployment,745
2013-01-14,28,14,estate,112
2013-09-12,301,30,estate,18576
2013-09-12,67328,2199,income.withheld,1864826
2013-09-12,920,326,income,52522
2013-09-12,178,1,railroad,5086
2013-09-12,1257,412,excise,73410
2013-09-12,3798,2150,corporate,251937
2013-09-12,32,19,unemployment,8344
2013-09-12,15,1,estate,749
2010-06-28,1192,14,estate,13947
2010-06-28,134895,11540,income.withheld,1253227
2010-06-28,1770,25,income,15466
2010-06-28,395,41,railroad,3452
2010-06-28,4315,224,excise,48221
2010-06-28,54907,95,corporate,204502
2010-06-28,57,2,unemployment,5650
2010-06-28,54,2,estate,2063
2013-06-04,72,44,estate,14254
2013-06-04,28247,2510,income.withheld,1355142
2013-06-04,106,40,income,45218
2013-06-04,52,10,railroad,3647
2013-06-04,31,15,excise,51116
2013-06-04,180,64,corporate,170959
2013-06-04,6,3,unemployment,7140
2013-06-04,3,2,estate,497
2012-03-12,379,54,estate,5606
2012-03-12,73186,14288,income.withheld,824148
2012-03-12,456,52,income,7065
2012-03-12,168,32,railroad,2074
2012-03-12,668,431,excise,29681
2012-03-12,1256,513,corporate,79357
2012-03-12,30,4,unemployment,3188
2012-03-12,10,1,estate,186
2017-10-20,1093,55,estate,1093
2017-10-20,140586,7587,income.withheld,140586
2017-10-20,4716,124,income,4716
2017-10-20,305,12,railroad,305
2017-10-20,3325,35,excise,3325
2017-10-20,9607,92,corporate,9607
2017-10-20,80,8,unemployment,80
2017-10-20,30,2,estate,30
2015-05-27,1479,31,estate,13377
2015-05-27,154987,3312,income.withheld,1469548
2015-05-27,1602,58,income,77722
2015-05-27,510,6,railroad,4294
2015-05-27,4137,63,excise,49888
2015-05-27,9217,156,corporate,211600
2015-05-27,130,3,unemployment,8202
2015-05-27,81,2,estate,1168
2011-03-03,21,8,estate,1395
2011-03-03,26907,2247,income.withheld,764782
2011-03-03,223,40,income,4827
2011-03-03,47,1,railroad,2094
2011-03-03,1212,11,excise,27325
2011-03-03,775,702,corporate,73382
2011-03-03,12,2,unemployment,2090
2011-03-03,9,-4,estate,266
2010-06-15,697,74,estate,13452
2010-06-15,77468,4709,income.withheld,1195800
2010-06-15,1503,941,income,15198
2010-06-15,219,3,railroad,3277
2010-06-15,3488,429,excise,47394
2010-06-15,53165,46195,corporate,202759
2010-06-15,34,6,unemployment,5627
2010-06-15,39,2,estate,2048
2013-01-29,1111,41,estate,4405
2013-01-29,159635,1568,income.withheld,638197
2013-01-29,4555,28,income,7640
2013-01-29,420,4,railroad,1548
2013-01-29,5887,2021,excise,25032
2013-01-29,8962,62,corporate,82516
2013-01-29,457,71,unemployment,1100
2013-01-29,45,6,estate,129
2014-10-31,1528,76,estate,1528
2014-10-31,168567,8186,income.withheld,168567
2014-10-31,3131,-39,income,3131
2014-10-31,485,54,railroad,485
2014-10-31,5512,634,excise,5512
2014-10-31,11361,73,corporate,11361
2014-10-31,604,431,unemployment,604
2014-10-31,37,1,estate,37
2012-08-15,798,63,estate,12483
2012-08-15,76509,8714,income.withheld,1568430
2012-08-15,276,61,income,35619
2012-08-15,186,13,railroad,3949
2012-08-15,3540,48,excise,66084
2012-08-15,3825,3060,corporate,217307
2012-08-15,46,3,unemployment,7198
2012-08-15,12,0,estate,499
2017-03-21,1241,25,estate,9579
2017-03-21,174475,2295,income.withheld,1173796
2017-03-21,2769,239,income,29161
2017-03-21,368,8,railroad,2823
2017-03-21,4259,38,excise,34412
2017-03-21,16836,92,corporate,118934
2017-03-21,58,4,unemployment,3886
2017-03-21,64,29,estate,452
2015-06-26,1177,57,estate,14800
2015-06-26,162862,6689,income.withheld,1646546
2015-06-26,10043,76,income,87938
2015-06-26,504,31,railroad,4837
2015-06-26,4691,499,excise,57686
2015-06-26,74701,340,corporate,286445
2015-06-26,57,3,unemployment,8266
2015-06-26,90,2,estate,1270
2010-05-14,624,89,estate,12104
2010-05-14,66121,6669,income.withheld,1057695
2010-05-14,306,38,income,13491
2010-05-14,183,12,railroad,2873
2010-05-14,2794,2054,excise,40976
2010-05-14,2121,872,corporate,143931
2010-05-14,122,5,unemployment,5553
2010-05-14,21,3,estate,1991
2013-02-28,1119,52,estate,5577
2013-02-28,163957,4647,income.withheld,814562
2013-02-28,743,73,income,8464
2013-02-28,569,21,railroad,2165
2013-02-28,4956,952,excise,30234
2013-02-28,5265,100,corporate,88479
2013-02-28,318,4,unemployment,3874
2013-02-28,68,21,estate,201
2011-08-04,37,9,estate,6890
2011-08-04,34298,1908,income.withheld,1482783
2011-08-04,74,11,income,27891
2011-08-04,71,1,railroad,4018
2011-08-04,199,12,excise,57393
2011-08-04,236,49,corporate,192149
2011-08-04,594,2,unemployment,6982
2011-08-04,84,19,estate,2194
2015-08-10,319,79,estate,16613
2015-08-10,64469,12937,income.withheld,1907527
2015-08-10,383,73,income,90329
2015-08-10,176,83,railroad,5637
2015-08-10,449,188,excise,68171
2015-08-10,204,38,corporate,298649
2015-08-10,25,2,unemployment,9165
2015-08-10,25,1,estate,1339
2013-04-18,3469,763,estate,10173
2013-04-18,111147,3647,income.withheld,1112323
2013-04-18,32078,4066,income,42164
2013-04-18,268,1,railroad,2930
2013-04-18,3259,10,excise,40882
2013-04-18,40531,39,corporate,162087
2013-04-18,206,18,unemployment,4181
2013-04-18,162,1,estate,410
2015-10-16,906,160,estate,906
2015-10-16,102104,13794,income.withheld,102104
2015-10-16,2660,800,income,2660
2015-10-16,279,48,railroad,279
2015-10-16,1431,22,excise,1431
2015-10-16,9400,121,corporate,9400
2015-10-16,57,6,unemployment,57
2015-10-16,93,1,estate,93
2010-03-24,973,47,estate,7895
2010-03-24,140139,5538,income.withheld,827438
2010-03-24,651,24,income,4020
2010-03-24,337,2,railroad,2223
2010-03-24,3833,54,excise,29378
2010-03-24,29096,102,corporate,108688
2010-03-24,75,3,unemployment,1920
2010-03-24,1588,2,estate,1901
2016-10-07,366,48,estate,366
2016-10-07,54355,7303,income.withheld,54355
2016-10-07,644,111,income,644
2016-10-07,156,71,railroad,156
2016-10-07,456,76,excise,456
2016-10-07,409,35,corporate,409
2016-10-07,20,5,unemployment,20
2016-10-07,243,8,estate,243
2010-04-09,546,63,estate,8756
2010-04-09,50674,4734,income.withheld,902850
2010-04-09,690,150,income,4922
2010-04-09,116,9,railroad,2434
2010-04-09,208,138,excise,32210
2010-04-09,2014,946,corporate,111523
2010-04-09,79,15,unemployment,2029
2010-04-09,17,2,estate,1924
2011-09-19,118,8,estate,7168
2011-09-19,91896,10538,income.withheld,1682864
2011-09-19,2825,166,income,31102
2011-09-19,228,32,railroad,4601
2011-09-19,3308,62,excise,66260
2011-09-19,40779,625,corporate,236279
2011-09-19,29,11,unemployment,7060
2011-09-19,135,-26,estate,2307
2017-05-11,1048,69,estate,14057
2017-05-11,86150,2904,income.withheld,1510838
2017-05-11,1218,148,income,96399
2017-05-11,212,12,railroad,3678
2017-05-11,1204,121,excise,45750
